composer	composer_first	work_group	work_catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Wolf	Hugo	Eichendorff-Lieder			8		Nachtzauber		1889.0	OSLC	1889.0	0	0	0	0	0	2	0	0	4	8	15	11	16	12	27	14	13	86	57	89	176	213	185	122	90	141	87	55	55	6	19	6	0	0	0
Wolf	Hugo	Eichendorff-Lieder			9		Der Schreckenberger		1889.0	OSLC	1889.0	0	0	0	0	0	0	0	0	3	0	7	17	68	71	26	54	186	181	97	57	108	69	36	20	30	10	6	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Kyrie	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	244	229	141	132	134	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Gloria	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	120	302	310	228	205	249	136	19	12	5	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Credo	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	257	497	507	377	324	341	222	20	13	1	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Sanctus	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	247	230	175	135	152	81	3	4	3	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Benedictus	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	73	72	77	61	63	40	8	2	1	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Agnus Dei I	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	161	139	92	117	121	67	8	4	4	0	0	0	0	0	0	0	0	0	0	0
Palestrina	Pierluigi	Missa Papae Marcelli					Agnus Dei II	1555.0		CPDL	1555.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	155	152	152	123	118	82	7	4	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ludions				4	Air du poète	1923.0		MS	1923.0	0	0	0	0	0	0	0	0	0	0	0	34	9	14	47	30	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ludions				1	Air du rat	1923.0		MS	1923.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	55	36	8	32	34	12	0	0	14	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Antoinette		1906.0	CCARH	1906.0	0	0	0	0	0	0	0	18	20	18	30	49	42	39	33	205	252	154	109	159	124	73	17	17	19	15	4	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Augustan Club Waltz		1901.0	CCARH	1901.0	0	0	0	0	0	0	0	0	0	20	11	3	168	335	251	145	205	281	104	27	8	19	20	0	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Bethena		1905.0	CCARH	1905.0	0	0	0	0	0	0	0	0	1	5	5	7	41	93	131	166	281	288	266	192	198	141	56	32	28	14	11	2	2	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Binks's Waltz		1905.0	CCARH	1905.0	0	0	0	0	0	0	0	0	2	39	6	31	190	361	298	128	173	320	98	14	8	16	36	6	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					A Breeze from Alabama		1902.0	CCARH	1902.0	0	0	0	0	0	0	0	0	0	0	39	70	64	57	196	328	256	97	181	211	117	44	20	21	31	6	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					The Cascades		1904.0	CCARH	1904.0	0	0	0	0	0	0	0	0	2	3	2	37	127	151	165	191	262	142	69	94	73	33	19	4	12	1	0	0	0	0	0	0	0	0	0
Satie	Erik	Ludions				5	Chanson du chat	1923.0		MS	1923.0	0	0	0	0	0	0	0	0	4	0	2	0	20	70	49	21	32	56	18	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					The Chrysanthemum		1904.0	CCARH	1904.0	0	0	0	0	0	0	0	0	2	6	0	46	160	194	284	190	186	195	96	44	58	27	10	9	2	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Cleopha		1902.0	CCARH	1902.0	0	0	0	0	0	0	0	0	0	8	11	4	75	175	235	236	158	149	118	102	21	40	3	12	18	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Combination March		1896.0	CCARH	1896.0	0	0	0	0	0	0	0	0	4	8	1	70	156	328	200	71	119	181	53	19	7	12	12	6	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Country Club		1909.0	CCARH	1909.0	0	0	0	0	0	0	0	0	0	0	4	22	3	38	175	233	202	120	202	191	91	31	17	29	21	6	2	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					The Crush Collision March		1896.0	CCARH	1896.0	0	0	0	0	0	0	0	0	0	3	7	3	66	191	255	215	134	254	262	147	35	20	44	16	8	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Elite Syncopations		1902.0	CCARH	1902.0	0	0	0	0	0	0	0	0	4	4	14	8	51	209	252	244	144	163	158	80	22	11	8	13	4	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					The Entertainer		1902.0	CCARH	1902.0	0	0	0	0	0	0	0	0	0	0	2	10	1	43	167	379	293	200	155	297	69	46	6	10	34	3	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Eugenia		1905.0	CCARH	1905.0	0	0	0	0	0	0	0	0	10	9	0	90	258	313	317	188	204	264	112	34	39	38	27	5	7	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Fig Leaf Rag		1908.0	CCARH	1908.0	0	0	0	0	0	0	0	3	16	38	26	49	219	350	254	168	204	209	145	20	24	28	14	11	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Gladiolus Rag		1907.0	CCARH	1907.0	0	0	0	0	0	0	0	28	15	94	233	296	213	154	268	196	112	37	20	25	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Harmony Club Waltz		1896.0	CCARH	1896.0	0	0	0	0	0	0	0	0	0	19	5	6	115	337	334	257	266	342	171	86	62	58	7	6	0	2	0	0	0	0	0	0	0	0	0
Chaminade	Cécile		Op.	50			La Lisonjera		1897.0	MS	1897.0	0	0	0	0	0	0	0	14	91	254	482	101	162	323	209	85	8	6	16	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ludions				3	La grenouille américaine	1923.0		MS	1923.0	0	0	0	0	0	0	0	2	3	3	36	117	94	82	72	95	71	10	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Leola		1905.0	CCARH	1905.0	0	0	0	0	0	0	0	10	0	48	179	270	270	129	170	224	100	20	54	19	20	9	0	0	0	0	1	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Lily Queen		1907.0	CCARH	1907.0	0	0	0	0	0	0	0	0	0	0	5	23	19	51	180	353	252	134	188	162	75	55	14	17	17	7	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Magnetic Rag		1914.0	CCARH	1914.0	0	0	0	0	0	0	0	0	0	30	46	25	212	372	335	154	185	289	129	22	13	46	25	5	0	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					March Majestic		1902.0	CCARH	1902.0	0	0	0	0	0	0	0	0	0	0	0	2	10	4	67	190	252	187	98	94	179	69	30	9	4	23	3	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Maple Leaf Rag		1899.0	CCARH	1899.0	0	0	0	0	0	0	0	43	24	29	106	392	326	142	158	196	69	47	27	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	6	1			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	15	6	10	76	125	66	94	152	199	88	18	3	27	11	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	6	2			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	74	13	49	103	244	140	26	16	81	13	8	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	6	3			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	5	23	118	301	281	148	74	137	76	19	12	0	0	8	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	6	4			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	2	31	24	25	31	52	43	18	6	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	7	1			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	0	22	28	0	64	127	167	70	47	81	52	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	7	2			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	1	0	0	9	12	11	44	27	31	101	91	79	61	41	52	36	6	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	7	3			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	3	1	55	121	252	121	96	207	219	92	18	1	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	7	4			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	20	0	18	101	117	114	50	50	75	47	15	22	10	8	4	7	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	7	5			1830.0	1832.0	CCARH	1830.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	34	75	42	15	25	36	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	17	1			1832.0	1834.0	CCARH	1832.0	0	0	0	0	0	0	0	0	0	8	2	61	69	177	133	97	98	79	32	43	12	5	5	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	17	2			1832.0	1834.0	CCARH	1832.0	0	0	0	0	0	0	0	0	0	0	0	14	16	7	18	88	127	51	89	107	144	62	27	7	22	23	1	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	17	3			1832.0	1834.0	CCARH	1832.0	0	0	0	0	0	0	0	27	14	0	54	71	72	77	39	78	52	6	44	64	102	60	28	61	79	22	0	0	8	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	17	4			1832.0	1834.0	CCARH	1832.0	0	0	0	0	0	0	0	0	0	0	0	7	12	12	154	115	72	210	285	303	189	71	68	80	40	24	0	2	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	24	1			1834.0	1836.0	CCARH	1834.0	0	0	0	0	0	0	0	0	0	0	2	32	107	100	76	73	123	128	82	7	4	29	11	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	24	2			1834.0	1836.0	CCARH	1834.0	0	0	0	0	0	0	0	0	14	33	37	88	60	22	193	276	185	191	123	107	95	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	24	3			1834.0	1836.0	CCARH	1834.0	0	0	0	0	0	0	0	3	1	2	42	88	88	35	42	79	44	2	2	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	24	4			1834.0	1836.0	CCARH	1834.0	0	0	0	0	0	0	0	24	12	196	146	173	153	182	264	197	39	34	93	53	44	19	11	18	6	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	30	1			1836.0	1837.0	CCARH	1836.0	0	0	0	0	0	0	0	0	0	0	2	35	74	34	58	94	124	97	33	7	29	15	9	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	30	2			1836.0	1837.0	CCARH	1836.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16	85	108	63	88	139	148	72	24	8	36	10	4	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	30	3			1836.0	1837.0	CCARH	1836.0	0	0	0	0	0	0	0	28	17	110	140	130	105	93	161	82	37	28	19	35	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	30	4			1836.0	1837.0	CCARH	1836.0	0	0	0	0	0	0	0	0	1	0	2	2	2	4	2	6	11	20	97	221	125	274	239	290	258	102	29	76	30	26	4	4	0	0	0
Chopin	Frédéric	Mazurkas	Op.	33	1			1837.0	1838.0	CCARH	1837.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	47	64	70	81	101	80	42	9	1	8	6	1	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	33	2			1837.0	1838.0	CCARH	1837.0	0	0	0	0	0	0	0	0	0	24	16	15	17	44	48	32	117	397	388	251	123	153	155	54	0	0	10	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	33	3			1837.0	1838.0	CCARH	1837.0	0	0	0	0	0	0	0	3	0	0	31	31	49	13	40	74	90	46	18	43	52	7	12	6	4	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	33	4			1837.0	1838.0	CCARH	1837.0	0	0	0	0	0	0	0	4	14	30	6	10	58	96	119	95	150	154	53	221	283	252	165	97	104	104	24	4	12	7	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	41	1			1838.0	1840.0	CCARH	1838.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	76	148	74	154	288	355	143	103	158	92	57	4	10	13	0	0	0
Chopin	Frédéric	Mazurkas	Op.	41	2			1839.0	1840.0	CCARH	1839.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	27	38	19	40	136	190	135	39	59	141	58	12	3	3	2	1	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	41	3			1839.0	1840.0	CCARH	1839.0	0	0	0	0	0	0	0	0	0	0	0	22	12	22	5	21	51	78	30	93	272	128	77	42	91	25	4	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	41	4			1839.0	1840.0	CCARH	1839.0	0	0	0	0	0	0	0	0	0	10	80	109	152	38	73	145	115	46	5	22	36	2	0	2	1	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	50	1			1841.0	1842.0	CCARH	1841.0	0	0	0	0	0	0	0	0	0	0	0	3	56	23	33	147	218	240	110	98	149	83	26	18	1	10	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	50	2			1841.0	1842.0	CCARH	1841.0	0	0	0	0	0	0	0	0	0	40	157	156	142	128	144	173	109	26	21	47	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	50	3			1841.0	1842.0	CCARH	1841.0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	10	5	16	13	148	202	150	241	274	335	302	74	31	113	40	2	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	56	1			1843.0	1844.0	CCARH	1843.0	0	0	0	0	0	0	0	6	4	0	19	55	73	51	35	90	161	171	99	249	296	369	124	154	166	95	23	5	10	10	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	56	2			1843.0	1844.0	CCARH	1843.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	201	184	104	89	160	80	45	6	21	6	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	56	3			1843.0	1844.0	CCARH	1843.0	0	0	0	0	0	0	0	0	8	18	82	100	176	165	322	349	266	253	160	114	102	62	34	18	6	12	3	1	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	59	1			1845.0	1846.0	CCARH	1845.0	0	0	0	0	0	0	0	0	0	0	0	20	12	17	50	85	101	117	170	186	182	140	72	113	87	42	23	2	19	3	1	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	59	2			1845.0	1846.0	CCARH	1845.0	0	0	0	0	0	0	0	11	8	13	107	255	196	94	124	200	120	50	12	35	23	4	4	1	1	1	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	59	3			1845.0	1846.0	CCARH	1845.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	11	96	140	86	226	386	320	209	144	114	91	45	11	10	5	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	63	1			1846.0	1847.0	CCARH	1846.0	0	0	0	0	0	0	0	1	1	0	0	3	5	6	2	0	6	11	32	112	167	207	133	145	129	62	47	10	2	36	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	63	2			1846.0	1847.0	CCARH	1846.0	0	0	0	0	0	0	0	0	0	6	51	71	61	53	70	99	70	29	16	32	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	63	3			1846.0	1847.0	CCARH	1846.0	0	0	0	0	0	0	0	0	10	22	31	35	27	15	18	9	7	5	36	78	33	54	121	139	85	13	3	35	24	2	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	67	1			1835.0	1855.0	CCARH	1835.0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	29	95	181	144	78	91	96	47	23	5	6	7	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	67	2			1849.0	1855.0	CCARH	1849.0	0	0	0	0	0	0	0	2	2	5	8	9	70	89	62	73	89	107	45	10	3	19	1	0	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	67	3			1835.0	1855.0	CCARH	1835.0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	62	102	115	100	60	111	53	32	21	6	12	0	3	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	67	4			1846.0	1855.0	CCARH	1846.0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	49	85	28	85	126	211	70	28	24	76	23	2	0	4	0	1	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	68	1			1829.0	1855.0	CCARH	1829.0	0	0	0	0	0	0	0	0	0	0	1	2	0	16	123	237	223	172	98	112	87	29	2	9	2	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	68	2			1827.0	1855.0	CCARH	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	88	29	45	128	210	45	28	54	29	26	0	1	7	0	1	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	68	3			1829.0	1855.0	CCARH	1829.0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	219	93	42	98	143	52	15	0	19	5	0	0	0	0	0	0	0	0	0	0	0
Chopin	Frédéric	Mazurkas	Op.	68	4			1855.0	1855.0	CCARH	1855.0	0	0	0	0	0	0	0	6	7	4	24	36	31	32	54	61	43	36	21	28	23	11	7	9	3	3	1	0	0	0	0	0	0	0	0
Schoenberg	Arnold	Sechs kleine Klavierstücke	Op.	19	2				1911.0	MS	1911.0	0	0	0	0	0	0	0	1	0	1	1	2	5	2	4	6	29	4	3	1	31	5	1	0	3	1	0	2	0	0	0	0	0	0	0
Schoenberg	Arnold	Sechs kleine Klavierstücke	Op.	19	6				1911.0	MS	1911.0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	8	10	8	6	9	5	11	12	4	3	5	0	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					Scott Joplin's New Rag		1912.0	CCARH	1912.0	0	0	0	0	0	0	0	0	0	0	0	4	3	13	121	257	304	132	268	363	190	87	40	44	89	20	0	0	0	0	0	0	0	0	0
Joplin	Scott	Ragtimes					The Nonpareil		1907.0	CCARH	1907.0	0	0	0	0	0	0	0	0	3	9	10	100	187	288	188	148	170	187	56	27	13	21	11	1	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	1	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	46	48	43	28	50	20	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	1	2.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	132	119	119	99	98	85	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	1	3.0	Adagio		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	4	8	5	45	47	45	46	40	55	20	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	1	4.0	Allegro comodo		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	3	3	5	86	166	140	116	87	133	103	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	2	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	26	37	37	46	53	50	30	7	12	11	4	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	2	2.0	Vivace		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	75	44	60	92	90	77	13	4	18	9	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	2	3.0	Adagio		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	27	16	21	47	46	36	4	2	13	7	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	2	4.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	131	67	84	147	138	140	35	3	33	9	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	3	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	53	55	36	31	37	28	3	0	4	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	3	2.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	118	215	224	167	142	160	123	21	0	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	3	3.0	Adagio		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	105	192	164	117	98	114	89	13	0	1	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	4	1.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	57	36	57	64	73	49	10	0	15	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	4	2.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	27	9	35	37	34	23	0	4	13	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	4	3.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42	85	58	85	137	128	98	26	7	33	11	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	4	4.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	91	53	67	84	107	71	7	4	23	10	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	5	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	4	39	53	48	58	67	58	21	4	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	5	2.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	2	82	153	142	111	106	101	80	8	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	5	3.0	Adagio		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	1	13	43	62	50	49	43	34	12	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	5	4.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	1	0	51	114	125	78	82	95	86	19	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	6	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	16	13	37	44	22	9	0	9	6	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	6	2.0	Largo		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	101	104	93	112	150	160	98	19	8	27	6	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	6	3.0	Adagio		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	52	28	40	65	82	38	8	0	16	2	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	6	4.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	95	64	45	107	104	96	28	2	27	16	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	7	1.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	92	194	161	120	88	144	84	13	0	3	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	7	2.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	29	32	20	34	31	21	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	7	3.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	89	143	145	98	105	128	72	11	0	13	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	8	1.0	Grave		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	1	9	14	15	24	37	40	23	9	7	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	8	2.0	Allegro		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	36	63	36	69	71	85	48	8	9	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	8	3.0	Largo		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	39	55	44	39	88	90	66	7	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0
